config,leg,rep,wall_s,solutions,exit_code,search_card_ok,filter_ok,other_card_seen,util_amd_max_pct,util_nv_max_pct,phase_enum_ms,phase_budget_ms,phase_sieve_ms,phase_search_ms,phase_total_ms,search_h2d_ms,search_kernel_ms,search_d2h_ms,search_emit_ms,phase_wheel_expansion_ms,phase_zero_fill_ms,phase_sched_teardown_ms,phase_search_setup_ms,phase_search_teardown_ms,unaccounted_ms,sha256_ok
amd_gpu,1572864,3,5.869,53287,0,yes,yes,no,100,0,8.022,0.007,1375.461,4442.637,5838.331,0.131,4426.834,1.086,14.586,,0.003,1.963,0.810,0.059,,na
amd_gpu,1638400,1,6.556,55529,0,yes,yes,no,100,0,6.776,0.007,1507.915,5000.304,6527.436,0.140,4984.042,1.137,14.985,,0.003,1.631,0.869,0.055,,na
amd_gpu,1638400,2,6.502,55529,0,yes,yes,no,100,0,7.399,0.007,1506.172,4942.818,6469.679,0.143,4926.518,1.137,15.020,,0.003,1.693,1.110,0.066,,na
amd_gpu,1638400,3,6.684,55529,0,yes,yes,no,100,0,7.354,0.007,1512.711,5118.105,6651.738,0.138,5101.205,1.169,15.593,,0.003,3.014,1.038,0.050,,na
amd_gpu,1703936,1,7.055,57818,0,yes,yes,no,100,0,7.435,0.006,1642.891,5360.620,7024.627,0.132,5343.556,1.188,15.744,,0.003,1.520,0.871,0.055,,na
amd_gpu,1703936,2,7.018,57818,0,yes,yes,no,100,0,7.436,0.008,1655.856,5309.021,6987.011,0.143,5291.806,1.152,15.921,,0.004,1.617,0.932,0.063,,na
amd_gpu,1703936,3,6.951,57818,0,yes,yes,no,100,0,7.300,0.007,1654.159,5245.273,6922.689,0.145,5227.751,1.153,16.224,,0.003,2.029,1.007,0.067,,na
amd_gpu,1769472,1,7.867,60100,0,yes,yes,no,100,0,7.422,0.007,1809.682,6003.333,7835.055,0.156,5985.464,1.256,16.457,,0.004,1.725,1.174,0.064,,na
amd_gpu,1769472,2,7.868,60100,0,yes,yes,no,100,0,7.191,0.009,1804.049,6008.563,7833.893,0.155,5990.868,1.221,16.318,,0.003,1.510,1.081,0.064,,na
amd_gpu,1769472,3,7.881,60100,0,yes,yes,no,100,0,7.190,0.007,1801.422,6028.937,7851.696,0.148,6011.223,1.218,16.347,,0.003,1.770,1.150,0.063,,na
amd_gpu,1835008,1,8.173,62308,0,yes,yes,no,100,0,7.346,0.007,1956.736,6162.771,8141.820,0.154,6144.499,1.275,16.843,,0.003,1.872,0.833,0.054,,na
amd_gpu,1835008,2,8.214,62308,0,yes,yes,no,100,0,7.205,0.007,1963.520,6195.088,8181.541,0.144,6176.682,1.227,17.035,,0.003,1.575,0.990,0.067,,na
amd_gpu,1835008,3,8.310,62308,0,yes,yes,no,100,0,7.255,0.007,1957.632,6294.930,8275.848,0.155,6275.836,1.574,17.366,,0.003,2.132,0.962,0.068,,na
amd_gpu,1900544,1,8.848,64577,0,yes,yes,no,100,0,7.420,0.007,2132.046,6659.927,8815.176,0.138,6640.651,1.283,17.854,,0.003,1.811,1.035,0.057,,na
amd_gpu,1900544,2,8.866,64577,0,yes,yes,no,100,0,7.266,0.011,2119.526,6687.351,8831.333,0.151,6668.258,1.285,17.658,,0.003,1.946,1.105,0.060,,na
amd_gpu,1900544,3,8.614,64577,0,yes,yes,no,100,0,7.522,0.007,2128.903,6428.639,8581.000,0.156,6409.499,1.283,17.701,,0.003,1.714,1.122,0.060,,na
amd_gpu,1966080,1,9.341,66881,0,yes,yes,no,100,0,7.352,0.009,2296.783,6990.273,9312.029,0.139,6970.515,1.326,18.294,,0.003,1.632,1.339,0.067,,na
amd_gpu,1966080,2,9.446,66881,0,yes,yes,no,100,0,7.483,0.008,2311.555,7075.323,9411.949,0.139,7055.663,1.347,18.175,,0.004,1.570,0.969,0.066,,na
amd_gpu,1966080,3,9.384,66881,0,yes,yes,no,100,0,7.584,0.008,2316.343,7012.649,9353.836,0.149,6992.890,1.300,18.310,,0.003,1.531,1.127,0.062,,na
amd_gpu,2031616,1,10.254,69120,0,yes,yes,no,100,0,7.348,0.008,2497.656,7698.647,10222.410,0.137,7678.209,1.412,18.889,,0.003,1.841,1.249,0.059,,na
amd_gpu,2031616,2,10.233,69120,0,yes,yes,no,100,0,7.600,0.007,2483.420,7691.822,10200.652,0.166,7670.450,1.724,19.483,,0.004,1.844,1.251,0.056,,na
amd_gpu,2031616,3,10.208,69120,0,yes,yes,no,100,0,7.104,0.006,2479.843,7670.978,10175.589,0.137,7650.141,1.343,19.356,,0.003,1.311,1.246,0.053,,na
amd_gpu,2097152,1,10.733,71424,0,yes,yes,no,100,0,7.478,0.007,2701.294,7977.763,10704.961,0.143,7956.503,1.682,19.435,,0.003,1.311,1.250,0.062,,yes
amd_gpu,2097152,2,11.208,71424,0,yes,yes,no,100,0,7.692,0.007,2699.727,8453.442,11179.690,0.143,8432.502,1.372,19.425,,0.003,1.970,0.966,0.059,,yes
amd_gpu,2097152,3,10.731,71424,0,yes,yes,no,100,0,8.193,0.007,2679.755,7991.647,10699.205,0.161,7970.533,1.376,19.578,,0.003,1.659,1.132,0.069,,yes
nvidia_gpu,65536,1,0.226,2357,0,yes,yes,no,28,0,122.787,0.007,2.987,14.966,143.627,0.033,14.209,0.095,0.629,,0.003,2.645,0.114,0.007,,yes
nvidia_gpu,65536,2,0.232,2357,0,yes,yes,no,0,0,122.739,0.007,2.837,15.270,143.950,0.037,14.482,0.100,0.652,,0.002,2.835,0.144,0.007,,yes
nvidia_gpu,65536,3,0.222,2357,0,yes,yes,no,0,1,123.307,0.007,2.987,15.077,144.242,0.027,14.336,0.091,0.623,,0.002,2.635,0.106,0.007,,yes
nvidia_gpu,65536,4,0.224,2357,0,yes,yes,no,0,1,122.541,0.006,3.028,15.006,143.510,0.031,14.239,0.098,0.637,,0.004,2.676,0.113,0.008,,yes
nvidia_gpu,65536,5,0.229,2357,0,yes,yes,no,0,1,122.783,0.009,3.116,15.100,143.899,0.030,14.350,0.094,0.627,,0.002,2.648,0.118,0.008,,yes
nvidia_gpu,131072,1,0.244,4776,0,yes,yes,no,0,1,125.352,0.007,8.296,28.950,167.063,0.055,27.508,0.132,1.255,,0.004,3.553,0.505,0.249,,yes
nvidia_gpu,131072,2,0.252,4776,0,yes,yes,no,0,1,122.750,0.006,8.209,29.151,164.400,0.033,27.720,0.128,1.270,,0.006,3.550,0.345,0.256,,yes
nvidia_gpu,131072,3,0.253,4776,0,yes,yes,no,0,21,123.575,0.007,8.311,29.369,165.502,0.035,27.889,0.136,1.310,,0.002,3.549,0.300,0.262,,yes
nvidia_gpu,131072,4,0.251,4776,0,yes,yes,no,0,34,124.250,0.007,8.596,29.469,166.783,0.044,28.016,0.129,1.280,,0.003,3.549,0.502,0.254,,yes
nvidia_gpu,131072,5,0.254,4776,0,yes,yes,no,0,34,122.449,0.009,8.271,28.932,163.907,0.031,27.503,0.133,1.265,,0.004,3.553,0.309,0.253,,yes
nvidia_gpu,196608,1,0.282,6922,0,yes,yes,no,0,20,123.745,0.009,16.573,47.262,194.157,0.036,45.197,0.185,1.844,,0.004,5.446,0.274,0.261,,na
nvidia_gpu,196608,2,0.283,6922,0,yes,yes,no,0,1,124.082,0.007,17.176,47.676,195.204,0.057,45.568,0.185,1.865,,0.003,5.116,0.616,0.263,,na
nvidia_gpu,196608,3,0.272,6922,0,yes,yes,no,0,1,123.063,0.010,16.292,47.046,192.782,0.058,44.914,0.184,1.890,,0.004,5.167,0.659,0.267,,na
nvidia_gpu,196608,4,0.269,6922,0,yes,yes,no,0,33,122.665,0.008,16.498,46.212,191.397,0.034,44.139,0.181,1.859,,0.002,5.077,0.466,0.263,,na
nvidia_gpu,196608,5,0.271,6922,0,yes,yes,no,0,27,123.137,0.007,16.285,47.153,192.614,0.038,45.098,0.167,1.849,,0.003,5.090,0.463,0.258,,na
nvidia_gpu,262144,1,0.321,9163,0,yes,yes,no,0,0,114.598,0.007,30.549,78.765,231.876,0.034,76.049,0.218,2.464,,0.004,7.285,0.176,0.276,,yes
nvidia_gpu,262144,2,0.335,9163,0,yes,yes,no,0,88,112.440,0.010,29.676,79.534,229.537,0.061,76.681,0.224,2.568,,0.004,7.100,0.271,0.283,,yes
nvidia_gpu,262144,3,0.341,9163,0,yes,yes,no,0,88,113.008,0.011,28.517,77.944,228.239,0.048,75.208,0.223,2.465,,0.004,8.002,0.236,0.274,,yes
nvidia_gpu,262144,4,0.338,9163,0,yes,yes,no,0,1,112.207,0.007,30.520,79.421,229.973,0.056,76.698,0.221,2.445,,0.004,7.048,0.238,0.274,,yes
nvidia_gpu,262144,5,0.335,9163,0,yes,yes,no,0,30,113.917,0.007,28.876,78.756,230.103,0.067,75.944,0.249,2.496,,0.004,7.688,0.309,0.279,,yes
nvidia_gpu,327680,1,0.387,11395,0,yes,yes,no,0,17,119.746,0.007,43.194,106.031,281.011,0.058,102.492,0.251,3.230,,0.004,10.542,0.774,0.304,,na
nvidia_gpu,327680,2,0.391,11395,0,yes,yes,no,0,97,113.360,0.007,46.246,105.705,278.613,0.043,102.264,0.302,3.096,,0.004,11.321,0.683,0.711,,na
nvidia_gpu,327680,3,0.394,11395,0,yes,yes,no,0,97,113.620,0.007,45.844,107.065,279.239,0.054,103.618,0.309,3.084,,0.004,11.197,0.360,0.762,,na
nvidia_gpu,327680,4,0.397,11395,0,yes,yes,no,0,21,111.081,0.007,44.051,104.955,272.779,0.078,101.489,0.290,3.098,,0.003,11.421,0.529,0.294,,na
nvidia_gpu,327680,5,0.398,11395,0,yes,yes,no,0,21,113.252,0.009,43.609,107.648,278.809,0.048,104.219,0.314,3.068,,0.004,12.737,0.799,0.337,,na
nvidia_gpu,393216,1,0.440,13675,0,yes,yes,no,0,2,113.302,0.006,60.869,173.085,362.673,0.065,168.955,0.334,3.732,,0.003,14.368,0.342,0.296,,na
nvidia_gpu,393216,2,0.448,13675,0,yes,yes,no,0,15,111.719,0.007,66.491,174.719,368.628,0.058,170.544,0.334,3.783,,0.004,14.439,0.358,0.298,,na
nvidia_gpu,393216,3,0.452,13675,0,yes,yes,no,0,40,115.041,0.007,61.920,175.064,367.365,0.055,170.927,0.321,3.761,,0.004,14.299,0.331,0.294,,na
nvidia_gpu,393216,4,0.450,13675,0,yes,yes,no,0,64,115.866,0.006,61.012,175.400,367.191,0.051,171.135,0.313,3.901,,0.004,13.765,0.300,0.291,,na
nvidia_gpu,393216,5,0.442,13675,0,yes,yes,no,0,92,113.015,0.007,65.228,169.675,364.648,0.059,165.586,0.331,3.700,,0.002,15.366,0.323,0.337,,na
nvidia_gpu,458752,1,0.492,16032,0,yes,yes,no,0,89,118.401,0.008,86.176,178.483,403.916,0.044,173.627,0.381,4.431,,0.010,18.795,0.740,0.309,,na
nvidia_gpu,458752,2,0.494,16032,0,yes,yes,no,0,91,114.811,0.009,87.417,188.632,412.133,0.068,183.610,0.372,4.581,,0.003,19.522,0.844,0.347,,na
nvidia_gpu,458752,3,0.477,16032,0,yes,yes,no,0,89,115.239,0.013,85.688,182.836,404.461,0.051,177.912,0.364,4.509,,0.004,18.644,0.880,0.308,,na
nvidia_gpu,458752,4,0.490,16032,0,yes,yes,no,0,83,114.237,0.007,88.136,184.710,408.419,0.057,179.716,0.377,4.560,,0.004,19.406,0.843,0.311,,na
nvidia_gpu,458752,5,0.495,16032,0,yes,yes,no,0,83,113.813,0.007,86.605,189.117,410.531,0.069,184.154,0.375,4.518,,0.003,19.117,0.686,0.299,,na
nvidia_gpu,524288,1,0.586,18408,0,yes,yes,no,0,32,111.901,0.010,116.418,249.758,504.465,0.082,244.133,0.423,5.120,,0.004,24.915,0.485,0.344,,yes
nvidia_gpu,524288,2,0.582,18408,0,yes,yes,no,0,2,114.547,0.007,109.209,252.639,501.577,0.060,246.899,0.386,5.294,,0.005,23.585,0.356,0.312,,yes
nvidia_gpu,524288,3,0.585,18408,0,yes,yes,no,0,59,113.089,0.008,114.091,257.706,510.460,0.070,252.186,0.403,5.047,,0.003,23.973,0.477,0.311,,yes
nvidia_gpu,524288,4,0.581,18408,0,yes,yes,no,0,100,111.643,0.007,112.032,253.799,503.214,0.058,248.156,0.401,5.185,,0.003,24.187,0.385,0.312,,yes
nvidia_gpu,524288,5,0.613,18408,0,yes,yes,no,0,90,112.435,0.006,114.961,250.749,505.087,0.056,245.082,0.407,5.205,,0.003,25.450,0.401,0.308,,yes
nvidia_gpu,589824,1,0.702,20414,0,yes,yes,no,0,100,113.780,0.007,139.260,323.255,609.548,0.051,317.017,0.443,5.744,,0.004,30.589,0.878,0.328,,na
nvidia_gpu,589824,2,0.696,20414,0,yes,yes,no,0,91,114.697,0.006,140.613,315.052,603.279,0.061,308.948,0.469,5.575,,0.004,30.908,0.750,0.322,,na
nvidia_gpu,589824,3,0.706,20414,0,yes,yes,no,0,100,112.075,0.006,139.998,313.347,600.957,0.056,307.145,0.420,5.727,,0.003,33.174,0.929,0.336,,na
nvidia_gpu,589824,4,0.701,20414,0,yes,yes,no,0,100,114.478,0.007,141.351,309.860,600.407,0.062,303.732,0.422,5.645,,0.003,32.557,1.022,0.316,,na
nvidia_gpu,589824,5,0.698,20414,0,yes,yes,no,0,100,112.239,0.011,142.921,320.421,608.707,0.057,314.279,0.455,5.631,,0.004,30.783,0.733,0.329,,na
nvidia_gpu,655360,1,0.741,22558,0,yes,yes,no,0,100,112.567,0.008,176.585,337.739,665.310,0.059,330.876,0.504,6.299,,0.004,36.524,0.492,0.319,,na
nvidia_gpu,655360,2,0.759,22558,0,yes,yes,no,0,100,114.225,0.007,180.973,336.261,670.635,0.060,329.136,0.497,6.568,,0.004,37.544,0.492,0.319,,na
nvidia_gpu,655360,3,0.760,22558,0,yes,yes,no,0,100,112.640,0.007,181.227,333.915,667.606,0.067,327.086,0.488,6.274,,0.004,37.816,0.531,0.323,,na
nvidia_gpu,655360,4,0.742,22558,0,yes,yes,no,0,100,114.433,0.006,173.686,330.606,658.304,0.059,323.712,0.509,6.325,,0.006,37.845,0.479,0.319,,na
nvidia_gpu,655360,5,0.739,22558,0,yes,yes,no,0,99,114.554,0.006,174.021,334.388,661.718,0.057,327.711,0.464,6.157,,0.003,36.857,0.498,0.418,,na
nvidia_gpu,720896,1,0.901,24726,0,yes,yes,no,0,100,115.565,0.007,216.515,420.732,799.847,0.056,413.216,0.560,6.899,,0.003,45.075,0.664,0.111,,na
nvidia_gpu,720896,2,0.903,24726,0,yes,yes,no,0,100,111.374,0.006,214.742,415.348,788.635,0.056,407.944,0.556,6.792,,0.003,44.743,0.994,0.108,,na
nvidia_gpu,720896,3,0.892,24726,0,yes,yes,no,0,74,111.359,0.006,217.552,414.627,790.880,0.054,407.164,0.529,6.880,,0.005,44.972,0.915,0.107,,na
nvidia_gpu,720896,4,0.873,24726,0,yes,yes,no,0,100,112.170,0.009,212.288,410.871,782.664,0.054,403.214,0.559,7.044,,0.004,45.532,0.580,0.110,,na
nvidia_gpu,720896,5,0.889,24726,0,yes,yes,no,0,100,114.957,0.009,210.921,423.465,796.709,0.060,416.031,0.546,6.829,,0.007,45.119,0.829,0.111,,na
nvidia_gpu,786432,1,0.958,26847,0,yes,yes,no,0,100,117.178,0.009,231.257,435.012,829.586,0.058,426.962,0.582,7.410,,0.005,44.213,0.529,0.115,,na
nvidia_gpu,786432,2,0.947,26847,0,yes,yes,no,0,100,114.304,0.007,233.812,438.715,832.875,0.057,430.482,0.590,7.586,,0.004,44.034,0.591,0.110,,na
nvidia_gpu,786432,3,0.939,26847,0,yes,yes,no,0,100,113.169,0.007,232.044,434.190,824.710,0.063,425.991,0.595,7.541,,0.003,43.438,0.518,0.104,,na
nvidia_gpu,786432,4,0.922,26847,0,yes,yes,no,0,100,113.121,0.007,233.836,436.704,828.985,0.060,428.292,0.592,7.760,,0.003,43.392,0.522,0.107,,na
nvidia_gpu,786432,5,0.922,26847,0,yes,yes,no,0,75,113.331,0.008,235.941,430.432,826.209,0.061,422.262,0.600,7.508,,0.003,44.436,0.605,0.108,,na
nvidia_gpu,851968,1,1.074,29012,0,yes,yes,no,0,100,114.115,0.007,251.824,578.959,991.501,0.063,570.048,0.621,8.228,,0.004,44.392,0.684,0.138,,na
nvidia_gpu,851968,2,1.100,29012,0,yes,yes,no,0,100,111.802,0.006,253.110,599.734,1010.988,0.061,591.034,0.598,8.040,,0.003,43.789,0.997,0.123,,na
nvidia_gpu,851968,3,1.084,29012,0,yes,yes,no,0,100,113.966,0.007,254.625,578.004,992.935,0.073,569.316,0.630,7.985,,0.004,43.859,0.822,0.107,,na
nvidia_gpu,917504,1,1.113,31145,0,yes,yes,no,0,100,112.197,0.011,282.472,584.146,1026.275,0.075,574.654,0.669,8.749,,0.004,44.791,0.705,0.329,,na
nvidia_gpu,917504,2,1.118,31145,0,yes,yes,no,0,100,112.633,0.006,286.581,594.674,1041.127,0.063,585.268,0.685,8.657,,0.004,44.335,0.702,0.415,,na
nvidia_gpu,917504,3,1.126,31145,0,yes,yes,no,0,100,113.735,0.007,286.130,592.849,1040.238,0.063,583.543,0.669,8.575,,0.004,44.919,0.581,0.334,,na
nvidia_gpu,983040,1,1.187,33347,0,yes,yes,no,0,100,114.520,0.007,308.291,616.074,1086.515,0.075,606.044,0.701,9.254,,0.004,43.975,1.249,0.329,,na
nvidia_gpu,983040,2,1.182,33347,0,yes,yes,no,0,100,114.391,0.007,309.449,617.143,1089.101,0.082,606.981,0.728,9.352,,0.003,45.115,0.782,0.335,,na
nvidia_gpu,983040,3,1.192,33347,0,yes,yes,no,0,100,115.220,0.010,306.295,628.171,1099.074,0.068,617.766,0.701,9.636,,0.003,45.692,1.009,0.519,,na
nvidia_gpu,1048576,1,1.334,35556,0,yes,yes,no,0,100,114.404,0.007,338.342,752.536,1253.033,0.063,741.871,0.741,9.861,,0.004,44.440,0.822,0.337,,yes
nvidia_gpu,1048576,2,1.331,35556,0,yes,yes,no,0,100,113.896,0.007,345.622,736.453,1245.288,0.065,725.561,0.770,10.057,,0.003,46.066,0.732,0.334,,yes
nvidia_gpu,1048576,3,1.321,35556,0,yes,yes,no,0,100,113.497,0.007,344.228,732.883,1240.777,0.063,722.186,0.756,9.879,,0.003,47.038,0.740,0.334,,yes
nvidia_gpu,1114112,1,1.457,37791,0,yes,yes,no,0,100,113.899,0.006,374.817,820.317,1357.610,0.070,808.887,0.814,10.546,,0.005,44.408,1.118,0.348,,na
nvidia_gpu,1114112,2,1.431,37791,0,yes,yes,no,0,100,113.723,0.007,367.522,825.852,1354.871,0.063,814.050,0.756,10.984,,0.003,43.881,1.144,0.335,,na
nvidia_gpu,1114112,3,1.426,37791,0,yes,yes,no,0,100,113.571,0.007,374.366,817.334,1353.359,0.067,805.956,0.818,10.494,,0.004,44.398,1.109,0.353,,na
nvidia_gpu,1179648,1,1.597,39949,0,yes,yes,no,0,100,112.264,0.009,412.596,946.909,1523.158,0.067,934.809,0.855,11.177,,0.003,46.903,0.974,0.949,,na
nvidia_gpu,1179648,2,1.612,39949,0,yes,yes,no,0,100,114.185,0.009,408.730,965.947,1538.509,0.066,953.762,0.844,11.274,,0.004,45.338,0.875,0.922,,na
nvidia_gpu,1179648,3,1.619,39949,0,yes,yes,no,0,100,114.161,0.007,407.472,976.304,1546.283,0.067,964.235,0.827,11.175,,0.004,44.073,0.750,0.946,,na
nvidia_gpu,1245184,1,1.738,42106,0,yes,yes,no,0,100,114.413,0.007,440.436,1036.088,1640.368,0.065,1023.402,0.865,11.756,,0.003,44.303,1.252,1.019,,na
nvidia_gpu,1245184,2,1.788,42106,0,yes,yes,no,0,100,113.532,0.007,448.517,1057.960,1671.697,0.069,1045.136,0.909,11.846,,0.004,46.380,1.312,1.005,,na
nvidia_gpu,1245184,3,1.746,42106,0,yes,yes,no,0,100,116.288,0.007,449.528,1030.612,1645.750,0.066,1017.755,0.906,11.885,,0.004,44.131,1.385,1.022,,na
nvidia_gpu,1310720,1,1.950,44313,0,yes,yes,no,0,100,115.673,0.007,483.027,1225.347,1873.438,0.069,1211.801,0.911,12.565,,0.004,44.408,0.782,1.151,,na
nvidia_gpu,1310720,2,1.921,44313,0,yes,yes,no,0,100,111.316,0.007,489.607,1181.709,1835.302,0.072,1168.246,0.888,12.503,,0.004,47.328,0.986,1.094,,na
nvidia_gpu,1310720,3,1.917,44313,0,yes,yes,no,0,100,112.931,0.006,483.426,1173.572,1819.482,0.068,1160.393,0.919,12.193,,0.004,44.278,0.859,1.172,,na
nvidia_gpu,1376256,1,2.160,46576,0,yes,yes,no,0,100,116.228,0.007,531.927,1376.021,2076.809,0.070,1361.803,0.973,13.176,,0.003,47.005,0.952,1.165,,na
nvidia_gpu,1376256,2,2.131,46576,0,yes,yes,no,0,100,115.747,0.007,532.916,1334.549,2034.798,0.073,1320.302,0.994,13.180,,0.003,45.670,1.083,1.166,,na
nvidia_gpu,1376256,3,2.150,46576,0,yes,yes,no,0,100,113.656,0.006,532.245,1376.393,2074.632,0.068,1362.287,0.994,13.044,,0.004,46.560,1.095,1.164,,na
nvidia_gpu,1441792,1,2.206,48779,0,yes,yes,no,0,100,113.508,0.006,569.026,1398.021,2131.253,0.074,1383.064,0.997,13.886,,0.004,44.914,0.966,1.230,,na
nvidia_gpu,1441792,2,2.222,48779,0,yes,yes,no,0,100,114.280,0.007,578.349,1399.417,2144.479,0.067,1384.626,1.056,13.667,,0.003,46.230,1.232,1.255,,na
nvidia_gpu,1441792,3,2.219,48779,0,yes,yes,no,0,100,114.577,0.007,576.889,1400.225,2141.703,0.065,1385.610,1.025,13.525,,0.004,44.120,0.882,1.274,,na
nvidia_gpu,1507328,1,2.301,51053,0,yes,yes,no,0,100,114.990,0.006,623.695,1425.540,2215.955,0.069,1410.070,1.070,14.330,,0.004,45.282,1.088,1.337,,na
nvidia_gpu,1507328,2,2.398,51053,0,yes,yes,no,0,100,115.461,0.006,616.445,1490.425,2273.755,0.072,1474.819,1.013,14.521,,0.003,44.433,1.365,1.330,,na
nvidia_gpu,1507328,3,2.313,51053,0,yes,yes,no,0,100,113.963,0.010,625.259,1427.922,2219.129,0.073,1412.677,1.043,14.130,,0.004,45.040,1.440,1.353,,na
nvidia_gpu,1572864,1,2.554,53287,0,yes,yes,no,0,100,113.506,0.009,659.155,1636.601,2461.044,0.072,1620.741,1.016,14.771,,0.005,44.389,1.152,1.402,,na
nvidia_gpu,1572864,2,2.548,53287,0,yes,yes,no,0,100,113.121,0.007,674.227,1629.827,2469.371,0.070,1613.703,1.076,14.978,,0.003,45.549,1.006,1.434,,na
nvidia_gpu,1572864,3,2.529,53287,0,yes,yes,no,0,100,114.147,0.008,677.980,1594.617,2442.302,0.071,1578.264,1.058,15.224,,0.003,47.873,1.019,1.445,,na
nvidia_gpu,1638400,1,2.705,55529,0,yes,yes,no,0,100,116.574,0.006,718.148,1730.394,2619.392,0.074,1713.520,1.138,15.662,,0.004,46.617,1.335,1.503,,na
nvidia_gpu,1638400,2,2.752,55529,0,yes,yes,no,0,100,111.485,0.009,729.209,1778.710,2673.155,0.072,1761.960,1.133,15.545,,0.003,45.889,1.483,1.497,,na
nvidia_gpu,1638400,3,2.786,55529,0,yes,yes,no,0,100,114.267,0.006,724.999,1815.382,2707.582,0.099,1798.616,1.161,15.506,,0.003,44.866,1.452,1.525,,na
nvidia_gpu,1703936,1,3.076,57818,0,yes,yes,no,0,100,115.552,0.006,787.042,2037.224,2994.704,0.073,2019.435,1.201,16.517,,0.003,46.948,1.145,1.608,,na
nvidia_gpu,1703936,2,3.058,57818,0,yes,yes,no,0,100,115.353,0.007,780.570,2026.331,2974.826,0.074,2008.320,1.190,16.747,,0.005,44.770,1.131,1.589,,na
nvidia_gpu,1703936,3,3.082,57818,0,yes,yes,no,0,100,115.494,0.006,778.508,2055.258,3002.972,0.076,2037.891,1.166,16.125,,0.004,45.729,1.131,1.606,,na
nvidia_gpu,1769472,1,3.274,60100,0,yes,yes,no,0,100,113.531,0.006,830.031,2179.944,3180.212,0.076,2161.933,1.141,16.794,,0.004,47.932,1.207,1.724,,na
nvidia_gpu,1769472,2,3.287,60100,0,yes,yes,no,0,100,114.231,0.006,836.783,2204.596,3212.999,0.079,2185.920,1.252,17.344,,0.004,48.629,1.307,1.702,,na
nvidia_gpu,1769472,3,3.287,60100,0,yes,yes,no,0,100,112.851,0.009,842.416,2191.264,3203.402,0.070,2173.235,1.246,16.713,,0.003,48.362,1.160,1.718,,na
nvidia_gpu,1835008,1,3.385,62308,0,yes,yes,no,0,100,115.578,0.006,905.796,2226.566,3302.591,0.073,2207.879,1.289,17.324,,0.007,45.883,1.095,1.822,,na
nvidia_gpu,1835008,2,3.434,62308,0,yes,yes,no,0,100,115.169,0.007,904.655,2253.613,3327.516,0.074,2234.774,1.284,17.481,,0.004,45.228,1.111,1.827,,na
nvidia_gpu,1835008,3,3.362,62308,0,yes,yes,no,0,100,112.430,0.006,904.805,2214.678,3287.794,0.076,2195.894,1.260,17.449,,0.003,46.698,1.277,1.812,,na
nvidia_gpu,1900544,1,3.595,64577,0,yes,yes,no,0,100,112.725,0.007,972.416,2366.163,3508.950,0.074,2346.849,1.340,17.900,,0.004,46.918,1.573,1.905,,na
nvidia_gpu,1900544,2,3.611,64577,0,yes,yes,no,0,100,114.193,0.006,975.778,2390.903,3536.320,0.075,2371.512,1.339,17.976,,0.004,45.434,1.641,1.928,,na
nvidia_gpu,1900544,3,3.568,64577,0,yes,yes,no,0,100,114.520,0.006,974.390,2340.765,3490.117,0.074,2320.719,1.345,18.627,,0.004,50.040,1.620,1.930,,na
nvidia_gpu,1966080,1,3.818,66881,0,yes,yes,no,0,100,113.200,0.006,1042.461,2505.849,3719.196,0.076,2484.494,1.316,19.963,,0.004,47.580,1.282,2.033,,na
nvidia_gpu,1966080,2,3.822,66881,0,yes,yes,no,0,100,113.196,0.006,1043.055,2482.889,3696.471,0.106,2462.899,1.380,18.505,,0.004,47.390,1.036,2.040,,na
nvidia_gpu,1966080,3,3.861,66881,0,yes,yes,no,0,100,113.541,0.006,1042.748,2571.989,3785.730,0.078,2551.644,1.384,18.884,,0.004,47.091,1.252,2.035,,na
nvidia_gpu,2031616,1,4.128,69120,0,yes,yes,no,0,100,114.133,0.006,1103.745,2774.902,4050.183,0.089,2753.750,1.426,19.637,,0.003,46.710,1.281,2.115,,na
nvidia_gpu,2031616,2,4.207,69120,0,yes,yes,no,0,100,112.554,0.007,1100.913,2861.347,4132.398,0.085,2840.607,1.324,19.332,,0.004,46.730,1.469,2.113,,na
nvidia_gpu,2031616,3,4.218,69120,0,yes,yes,no,0,100,114.201,0.011,1111.738,2856.047,4139.566,0.078,2834.461,1.428,20.080,,0.004,46.094,1.730,2.120,,na
nvidia_gpu,2097152,1,4.279,71424,0,yes,yes,no,0,100,115.520,0.009,1186.966,2826.988,4188.126,0.079,2805.504,1.462,19.942,,0.004,47.345,1.392,2.255,,yes
nvidia_gpu,2097152,2,4.234,71424,0,yes,yes,no,0,100,112.585,0.007,1162.645,2826.728,4159.198,0.076,2805.301,1.334,20.017,,0.003,45.959,1.255,2.262,,yes
nvidia_gpu,2097152,3,4.243,71424,0,yes,yes,no,0,100,111.991,0.007,1179.788,2814.962,4166.618,0.088,2793.629,1.462,19.783,,0.006,47.721,1.337,2.258,,yes
